,Food ,Beer ,Smoke,Games,Books,Hshld,Clths,Hlth ,Chems,Txtls,Cnstr,Steel,FabPr,ElcEq,Autos,Carry,Mines,Coal ,Oil  ,Util ,Telcm,Servs,BusEq,Paper,Trans,Whlsl,Rtail,Meals,Fin  ,Other,RF
198407,-0.21,-2.05,1.22,-0.97,-0.42,0.87,-4.74,-2.99,-1.48,-7.69,-1.48,-8.38,-4.43,-1.6,4.97,4.23,-14.89,-6.84,-6.33,0.79,3.71,-5.34,-0.49,2.63,-1.89,-3.01,1.87,-1.04,0.18,-0.92,0.82
198408,8.17,6.69,10.63,12.22,12.28,8.25,10.75,11.12,14.5,9.04,13.63,14.8,13.3,15.81,10.51,15.41,19.11,12.03,14.6,8.58,7.98,15.42,14.45,11.69,11.71,14.69,9.94,8.37,11.85,11.84,0.83
198409,3.71,1.89,4.88,-2.78,-0.73,-0.76,-0.17,-3.53,-2.19,-2.31,1.27,-2.54,-0.78,-5.07,3.3,-1.83,-0.64,1.54,2.99,5.67,4.9,-2.36,-2.8,-3.52,1.45,0.62,1.16,-0.19,4.08,-0.65,0.86
198410,2.68,5.72,4.17,-1,0.49,2.46,-0.43,2.6,-0.3,2.7,1.78,-0.83,-2.01,1.76,3.11,6.88,-7.01,-6.6,-3.47,4.31,-2.52,-1.07,0.96,3.92,3.48,1.68,-0.22,1.36,2.2,1.6,1
198411,0.48,0.62,2.44,-2.39,1.56,-0.07,0.18,0.69,0.13,0.97,0.89,-0.37,-1.36,-3.56,-2.06,-4.82,0.51,5.21,-0.32,3.76,1.2,-3.75,-2.87,-0.09,-1.06,-1.19,-2.03,-3.45,1.01,-1.81,0.73
198412,3.22,2.19,2.3,2,5.42,3.47,0.84,3.48,1.24,3.32,2.17,2.97,1.71,5.16,5.14,4.95,-6.86,-4.65,0.12,3.27,5.96,4.32,2.94,3.13,4.55,4.01,0.52,3.09,5.09,3.69,0.64
198501,1.42,5.91,3,14.5,12.2,8.15,13.19,8.89,7.74,9.14,12.56,11.18,12.33,14.08,9.53,10.76,13.07,8.5,7.15,3.05,5.9,16.35,12.48,7.36,10.46,16.3,13.38,11.68,9.53,12.05,0.65
198502,6.67,2.01,10.41,3.49,2.46,1.27,2.36,4.19,2.82,3.87,0.58,0.2,0.77,-0.51,-1.77,6.55,-2.09,-0.3,4.43,1.97,3.95,3.48,-1.15,0.99,3.28,0.77,2.91,4.66,2.73,3.88,0.58
198503,7.59,4.9,3.76,1.46,4.93,-2.4,1.19,3.62,-1.57,-3.1,-4.18,-2.72,-3.63,-4.72,-4.29,-3.49,8.93,-2.66,2.22,6.74,5.08,-3.09,-5.27,-1.48,-2.54,-0.12,-0.06,1.9,0.71,-0.68,0.62
198504,-1.06,2.19,-7.46,-0.08,1.07,-0.34,1.02,-0.98,1.51,-2.1,-1.32,-4.12,-2.57,-1.7,-3.55,-2.61,-2,-1.03,4.63,2.34,0.01,-1.43,-2.76,0.52,-2.65,0.28,1.07,1.36,3.28,-0.46,0.72
198505,12.2,9.11,0.67,6.66,7.78,5.32,10.31,10.2,8.45,4.27,7.29,2.28,3.98,7.7,8.14,9.49,0.3,6.33,1.27,6.16,9.01,5.05,3.63,4.7,11.99,5.85,12.05,7.25,6.91,7.71,0.66
198506,3.8,4.23,3.34,7.46,2.68,3.14,1.54,2.87,1.89,4.12,2.29,-0.12,0.68,2.09,1.26,1.72,-1.53,-4.03,-0.21,4.17,5.05,2.29,-0.43,3.39,4.08,3.34,1.9,0.9,3.51,3.6,0.55
198507,-2.31,1.8,-4.6,0.08,-2.83,3.15,2.5,0.16,4.76,4.4,3.58,8.35,4.67,4.88,1.67,4.15,10.8,4.28,0.27,-4.08,-3.94,2.68,5.23,4.45,4.48,0.88,-5.04,0.2,-0.7,3.99,0.62
198508,3.24,2.8,-1.71,3.76,-1.17,-1.76,3.12,-0.26,-0.63,1.38,-1.83,-1.32,-2.03,1.01,-0.98,0.41,-0.34,2.24,1.96,2.47,1.08,-0.98,-1.89,-0.93,-0.89,-0.4,0.23,-1.41,0.15,0.21,0.55
198509,5.16,-0.15,-5.34,-2.65,-4.67,-2.47,-2.45,-3.32,-2.84,-0.18,-3.68,-3.86,-3.83,-2.7,-1.79,-7.39,-9.46,1.01,-0.76,-4.71,-3.57,-6.15,-3.93,-3.26,-6.09,-3.73,-3.59,-3.3,-3.84,-5.82,0.6
198510,4.62,6.29,-0.74,4.45,4.43,5.18,7.68,3.81,5.67,8.82,3.43,-3.67,2.54,5.39,2.35,0.37,-1.7,2.73,6.95,6.96,4.69,5.01,3.58,3.56,2.84,4.48,8.92,3.24,8.3,3.37,0.65
198511,10.9,3.04,10.64,7.18,7.76,12.21,8.89,10.36,6.41,4.68,9.76,6.59,8.33,7.94,8.82,6.83,6.34,2.95,1.13,4.85,8,9.3,9.23,9.21,7.09,9.21,8.04,9.91,8.23,7.91,0.61
198512,3.29,12.73,10.48,5.39,7.39,6.66,2.8,4.15,7.26,8.26,5.61,3.39,4.48,3.71,6.19,3.67,-2.5,-2.34,-2.45,5.5,6.84,6.47,9.15,5.56,2.17,6.83,4.8,4.6,5.61,6.82,0.65
198601,2.15,-0.3,6.11,3.84,0.69,-0.39,5.78,1.65,2.41,3.66,2.43,3.25,2.57,0.84,5.41,0.41,3.88,-1.96,-6.31,4.34,-3.39,0.93,0.4,4.25,6.18,3.27,2.21,1.48,4.05,3.8,0.56
198602,9.83,8.24,12.73,9.7,13.58,11.27,9.86,6.66,12.57,10.77,13.11,5.84,8.93,9.27,11.45,11.19,-4.26,-2.15,1.31,7.09,7.92,8.45,5.34,10.15,7.51,9.41,7.72,10.21,9.15,9.96,0.53
198603,9.13,9.77,12.12,7,6.69,6.17,6.77,12.62,6.06,8.72,11.38,4.46,5.4,4.5,11.38,6.79,1.96,12.82,0.65,4.55,4.42,4.68,0.42,5.44,3.77,7.82,9.69,7.14,6.48,6.12,0.6
198604,1.78,-2.4,4.16,7.22,-0.43,-1.14,-2.26,1.22,1.9,-1.23,-1.98,-4.86,-0.35,-0.29,-7.22,-4.21,-4.59,-4.46,1.28,-3.38,2.96,4.33,4.19,-1.44,-2.09,2.15,-0.18,4.84,-2.79,-1.12,0.52
198605,8.47,6.86,10.65,5.4,11.06,5.1,10.27,7.76,6.47,4.49,4.61,2.09,1.36,2.12,3.83,2.57,3.8,2.17,7.89,4.12,5.3,4.31,1.21,6.22,1.23,6.01,12.41,6.17,5.47,7.49,0.49
198606,7.28,9.33,9.97,3.32,2.9,2.26,4.86,6.16,0.69,5.55,-0.35,-2.88,-3.19,-3.48,0.16,1.63,-4.26,-3.16,-1.75,5.59,5.94,0.65,-3.66,1.56,-1.51,1.44,5.25,2.46,2.52,0.71,0.52
198607,-4.5,-2.47,-2.18,-12,-7.47,-7.32,-8.25,-4.8,-5.69,-7,-7.53,-15.1,-8.54,-6.79,-7.83,-8.2,-1.87,-3.44,-4.66,5.65,-2.5,-10.24,-7.25,-3.92,-9.23,-9.02,-8.85,-10.72,-4.91,-7.2,0.52
198608,3.25,-0.97,4.93,2,3.03,4.8,3.45,4.47,6.45,1.67,9.14,9.18,7.05,8.46,7.99,5.58,16.46,9.76,17.12,8.37,7.33,6.2,7.58,8.59,6.88,2.82,1.93,1.64,7.56,8.63,0.46
198609,-11.76,-7.65,-10.74,-9.31,-10.16,-9.01,-9.29,-12.09,-4.86,-6,-5.43,2.5,-5.83,-6.94,-6.53,-7.16,5.34,-4.18,-0.42,-8.64,-8.84,-7.68,-6.46,-6.55,2.86,-8.16,-7.96,-7.67,-9.83,-9.2,0.45
198610,11.34,8.01,11.24,7.11,6.6,8.61,8.61,8.4,8.98,5.92,6.23,3.41,3.43,4.85,9.41,2.07,-0.14,-0.73,2.42,5.7,5.12,7.91,0.08,6.96,6.8,6.52,8.42,7.18,3.98,8.92,0.46
198611,0.91,1.19,0.3,-2.6,1.13,6.61,1.08,1.75,4.3,9.26,3.26,-5.18,3.37,3.3,2.31,3.08,2.79,2.67,3.66,0.94,4.33,2.65,4.1,2.89,0.1,1.57,2.41,1.16,-0.5,2.97,0.39
198612,-2.47,-1.8,-1.94,-4.46,-1.8,1.51,-6.65,-0.75,-3.28,1.28,-1.31,-2.63,1.19,-5.37,-4.13,-3.27,-1.43,-4.1,0.05,-2.81,-3.23,-1.3,-3.26,0.27,-4.58,-2.99,-6.65,-3.79,-1.84,-4.97,0.49
198701,12.95,22.44,21.79,19.99,13.98,14.62,12.12,13.58,15.59,8.19,17.49,14.06,14.6,17.19,19.75,4.78,14.8,7.11,14.61,9.72,5.73,19.77,16.27,20.65,7.29,12.16,10.76,11.61,10.89,17.58,0.42
198702,4.85,3.78,-2.41,9.62,10.15,4.33,13.87,11.67,6.07,7.07,5.05,8.28,7.42,5.36,3.8,7.35,15.04,0.18,-1.24,-1.71,0.47,6.65,9.99,1.8,5.36,5.81,12.09,10.35,4.37,5,0.43
198703,2.74,1.33,1.22,2.72,0.04,2.53,1.62,0.64,5.82,2.39,4.92,7.57,2.45,0.87,7.38,-2.11,19.59,-0.08,12.94,-1.2,1.9,0.78,3.14,4.57,-1.45,2.06,2.41,4.6,-0.98,4.16,0.47
198704,-5.29,4.65,-2.49,3.3,-3.63,-1.95,-4.15,-2.01,1.93,6.65,-3.11,3.92,0.27,-0.2,8.63,-10.07,4.47,-0.94,0.73,-3.88,-1.98,-0.52,5.09,-2.72,-1.09,-3.7,-2.01,-0.8,-4.49,-2.11,0.44
198705,3.94,-4.12,1.6,0.01,4.32,1.72,-0.96,1.62,0.78,9.36,-2.28,4.31,4.08,0.33,-2.06,0.87,-3.79,5.26,3.32,-1.47,3.71,1.85,0.32,-3.37,7.09,-0.39,0.94,0.32,-0.36,6.81,0.38
198706,7.23,2.58,6.24,5.75,8.78,5.72,10.01,5.26,5.26,1.36,6.42,3.9,3.53,4.68,2.81,5.68,-1.75,2.46,6.56,3.87,7.52,2.68,0.81,6.97,6.12,4.16,7.98,2.6,5.43,0.44,0.48
198707,3.47,8.89,9.74,6.37,8.99,5.5,5.36,6.23,6.32,5.21,7.68,19.55,12.38,5.19,7.07,11.11,18.47,5.74,3.62,-1.22,6.47,1.56,1.89,4.94,4.64,4.99,7.17,3.17,2.37,8.4,0.46
198708,3.65,2.55,19.1,6.21,0.08,5.96,1.48,2.68,2.86,-1.52,2.79,-3.7,1.76,5.17,4.93,1.52,-3.26,6.4,2.35,4.18,5.58,6.91,7.59,7.19,0.47,2.9,3.84,2.99,6.29,3.1,0.47
198709,-2.44,1.13,0.77,-1.62,-2.42,-0.59,-7.67,-2.09,-0.07,-1.03,-0.41,4.1,4.34,2.68,-6.35,-1.77,5.34,-5.4,-3.37,-1.86,3.44,1.72,-3.03,1.27,-1.4,-3.03,-6.65,-4.29,-1.81,-2.86,0.45
198710,-16.93,-17.47,-21.19,-32.22,-22.15,-21.05,-30.25,-19.85,-27.4,-31.91,-27.64,-29.91,-30.54,-31.6,-27.73,-29.9,-31.55,-29.61,-17.68,-6.33,-11.79,-27.46,-24.83,-26.56,-27.32,-28.16,-28.52,-23,-20.57,-26.78,0.6
198711,-7.67,-4.49,-7.9,-7.76,-7.83,-9.93,-11.99,-8.96,-5.3,-5.01,-4.43,2.67,-0.94,-6.39,-5.37,-8.65,7.13,-2.07,-10.28,-2.17,-8.59,-8.61,-9.45,-2.84,-8.01,-4.17,-8.93,-6.58,-6.82,-6.88,0.35
198712,7.18,13.06,4.73,13.84,9.07,7.53,8.19,5.73,14.84,14.48,9.05,10.81,11.86,13.95,10,6.79,5.52,11.15,7.14,0.96,4.66,16.68,11.4,11.29,7.58,10.84,8.33,8.68,3.98,12.71,0.39
198801,3.72,0.03,3.26,-0.66,2.24,1.34,8.48,6.65,-1.97,1.2,4.03,-2.68,2.8,0.11,7.23,13.92,-8.55,0.51,8.82,10.06,10.06,-0.99,-2.04,-2.54,4.47,3.67,7.3,4.75,9.17,2.3,0.29
198802,4.66,5.93,6.6,10.78,7.68,3.39,12.19,4.66,8.58,23.57,12.63,10.02,10.81,8.14,8,5.4,8.61,9.55,4.01,-0.96,1.78,6.66,7.84,8.88,9.17,8.83,12.35,6.37,3.51,4.04,0.46
198803,-0.13,1.02,-2.99,-2.75,-4.02,-5.67,0.01,-2.08,-1.56,9.5,1.79,-3.2,4.91,-3.61,1.37,0.39,9.49,5.62,3.03,-2.74,-3.39,-0.19,-4.87,-2.8,4.21,2.82,-0.87,-1.26,-2.17,-0.23,0.44
198804,1.01,-1.84,0.4,3.26,-0.36,0.68,0.31,-1.54,2.25,0.52,1.96,6.32,2.98,1.82,3.88,2.37,1.74,7.06,5.09,0.17,1.14,-0.23,3.46,1.58,-1.21,1.23,2.73,0.81,0.02,0.13,0.46
198805,1.04,-1.79,-3.33,-0.27,0.67,2.36,-1.7,0.26,-1.46,2.72,-0.87,0.05,-0.03,-0.56,1.87,2.66,1.17,0.13,0.09,4.1,2.68,-1.42,-0.8,-0.02,-1.08,-1.33,-0.95,-0.06,2.52,-1.37,0.51
198806,1.51,9.34,2.45,8.86,6.52,4.65,7.97,3.17,10.04,4.94,9.71,6.9,6.36,9.19,8.69,5.25,2.07,0.81,-1.64,3.71,3.5,8.13,9.74,12.56,11.65,7.86,7.42,6.13,6.02,7.28,0.49
198807,3.3,-2.42,7.07,0.07,0.26,1.01,0.95,1,-3.47,1.06,-2.34,1.96,-2.56,-3.31,-0.02,0.61,-0.18,-2.9,4.23,0.25,0.52,-2.95,-4.49,-2.44,-1.87,-1.4,0.1,-1.64,0.76,-2.04,0.51
198808,1.15,1.91,0.44,-3.26,-2.72,-2.42,3.66,-0.45,-3.44,-2.46,-3.38,-4.29,-4.85,-5.67,-5.91,-2.74,-3.58,-4.7,-0.87,0.46,-2.48,-4.22,-7.7,-3.3,-2.26,-2.33,-1.99,-2.36,0.52,-1.13,0.59
198809,5.92,10.72,8.88,3.7,7.53,5.46,0.71,4.48,2.65,4.18,0.73,1.46,2.24,7.12,4.42,6.51,-2.21,4.24,-1.93,3.34,7.98,4.89,3.27,3.99,7.75,5.13,9.5,10.43,4.54,9.18,0.62
198810,18.86,1.01,1,2.48,1.9,3.25,1.53,1.83,1.54,1.91,0.34,4.88,0.66,-0.41,5.02,2.15,0.48,2.66,2.5,3.14,3.4,-0.01,0.93,-0.35,1.64,1.07,2.82,-0.04,0.44,-1.56,0.61
198811,0.04,0.52,2.33,-3.75,-3.35,-3.94,-4.59,-1.6,-2.07,-5.28,-1.58,-1.2,0.15,1.94,0.48,-2.52,2.19,-5.4,0.34,0.11,0.9,-2.33,-2.68,-1.44,1.54,-3.39,-2.1,-1.27,-2.05,-2.52,0.57
198812,3.65,1.19,9.04,5.82,3.66,3.71,6.23,2.45,5.54,8.41,4.44,4.65,3.57,2.42,0.15,0.36,-1.3,2.5,2.48,1.64,2.25,4.41,5.3,4.07,3.59,4.03,1.58,3.81,0.52,3.05,0.63
198901,5.83,5.76,5.68,9.68,8.09,6.49,3.43,7.33,10.9,9.84,6.52,12.46,5.07,8.18,8.94,6.48,1.81,16.92,6.67,3.31,9.5,7.11,7.47,7.13,10.09,6.45,6.96,5.82,7.29,5.8,0.55
198902,-1.7,0.67,-0.09,1.97,-2.34,-0.69,1.67,-0.54,-1.55,6.71,1.36,-2.97,-0.9,-4.07,-3.92,-0.19,7.18,-0.21,-0.67,-1.21,-0.61,-1.65,-3.3,-2.35,0.42,-1.73,-1.14,-1.24,0.26,0.04,0.61
198903,4.92,8.45,10.88,8.29,3.69,1.43,4.72,5.61,3.13,5.67,2.25,-1.26,2.59,-0.35,-1.92,4.55,-2.42,3.97,4.61,1.23,6.24,-0.39,-5.12,1.3,-0.71,2.45,3.84,3.73,5.37,3.09,0.67
198904,5.91,7.59,5.65,8.15,8.26,6.63,1.42,6.08,5.57,5.72,6.77,4.1,5.32,8.68,0.2,5.12,-2.2,8.43,3.13,4.58,10.29,7.27,5.53,5.95,6.84,5.33,6.48,7.97,4.53,5.97,0.67
198905,5.64,9.68,8.27,6.97,3.01,3.22,4.89,4.2,1.66,3.53,4.49,1.95,6.06,12.11,2.21,3.22,-4.7,0.26,3.5,6.14,6.58,6.51,2.9,3.6,3.29,4.1,6.34,11.15,4.89,6.63,0.79
198906,2.72,-0.74,0.97,5.17,6.17,2.44,0.15,-2.01,-1.99,-0.39,-0.01,-3.09,-2.57,-3.79,1.32,-3.83,6.12,0.28,-0.29,4.12,0.68,-1.55,-2.22,-3.47,0.45,-1.3,-1.59,2.25,1.57,-0.69,0.71
198907,13.5,17.36,15.02,9.36,7.11,8.06,10.13,14.6,7.3,8.15,10.58,7.3,7.6,12.06,4.97,7.97,-0.25,3.25,4.5,6.5,9.25,4.81,3.72,8.39,8.47,6.45,11.16,8.99,8.82,10.83,0.7
198908,-3.79,-3.43,3.34,2.87,-0.33,3.52,6.25,1.11,8.03,3.54,3.58,8.73,4.21,0.43,8.75,3.86,7.85,9.19,4.22,-0.06,1.77,3.32,3.05,6.64,13.7,2.44,4.43,0.11,2.68,3.37,0.74
198909,-0.12,2.14,1.48,2.85,-1.86,-3,5.61,3.06,-2.76,-2.42,-1.25,-1.89,-1.7,-0.82,-5.03,-0.18,4.37,1.33,2.02,1.13,4.47,2.23,-3.27,-3.29,-3.53,-1.44,-2.12,0.33,2.75,4.61,0.65
198910,-2.51,2.37,2.65,-1.52,-6.71,-0.73,-4.8,1.07,-5.17,-5.51,-7.17,-8.48,-5.02,-2.05,-5.9,-4.1,0.74,-4.56,1.49,1.68,-1.38,-3.75,-4.38,-2.03,-9.08,-4.14,-3.71,-2.11,-3.32,-2.93,0.68
198911,4.3,4.47,0.41,2.35,-0.08,1.76,-1.45,5.23,3.2,2.01,3.92,3.07,6.06,10.11,-1.22,0.37,12.05,7.05,4.66,3.92,2.68,-1.17,-1.62,3.8,1.11,1.18,1.7,2.47,0.21,-2.52,0.69
198912,4.06,2.19,0.13,-6.28,1.1,3.02,-1.69,1.66,4.82,1.26,0.91,1.25,2.9,4.39,-1.77,0.54,2.22,3.99,6.62,5.4,6.32,2.64,-0.89,4.23,3.82,3.42,1.19,-0.2,-1.83,6.02,0.61
199001,-9.63,-8.46,-8.08,-10.24,-8.84,-7.14,-8.59,-6.79,-7.02,-9.54,-5.4,-8.21,-2.87,-3.15,-2.83,-3.53,5.28,-2.46,-3.74,-4.78,-12.82,-5.35,-0.27,-6.99,-6.75,-7.05,-5.08,-11.6,-9.21,-7.81,0.57
199002,0.22,1.08,-1.99,2.24,0.56,0.74,3.25,-1.49,3.21,2.61,4.05,3.81,5.98,2.04,6.66,5,0.19,7.78,3.65,0.78,0.22,4.72,4.24,2.42,6.43,2.72,2.79,0.49,2.89,1.87,0.57
199003,5.91,6.85,7.45,2.31,-0.02,4.81,8.84,4.49,2.08,2.76,4.5,6.92,4.6,4.59,4.21,8.94,-5.19,6.21,0.04,-0.11,4.82,5.95,4.64,2.95,3.97,3.71,6.67,0.24,-0.92,5.2,0.64
199004,0.49,3.01,5.46,1.08,-5.86,-1.2,-0.23,0.98,-2.76,-1.94,-2.62,-6.36,-2.02,0.26,-3.81,-4.86,-8.13,-8.39,-2.82,-4.82,-2.77,-2.38,-0.79,-2.03,-3.48,-1.49,-1.03,-4.66,-3.54,2.3,0.69
199005,9.52,16.59,1.8,13.81,10.21,10.46,8.91,13.45,8.02,4.6,10.29,7.99,6.78,10.66,8.72,11.34,8.42,13.84,6.67,6.11,10.06,12.32,12.57,6.57,5.56,9.76,12.65,13.94,9.94,11.32,0.68
199006,2.88,1.64,9.75,-3.08,-0.46,2.55,-1.27,5.06,-1.59,-4.19,-2.31,-0.82,-1.67,0.82,-2.29,1,-5.17,-6.03,-1.38,1.38,-4.08,3.55,-1.31,0.48,-0.52,1.06,2.22,1.76,-1.22,1.98,0.63
199007,1.25,0.7,6.32,-7.19,-4.81,-1.15,-3.05,3.28,1.57,-0.64,3.18,6.32,-1.19,2.27,-2,-2.23,11.24,1.21,9.05,1.57,-3.9,-7.42,-5.7,2.01,-1.61,-3.23,-3,-6.6,-3.9,-1.92,0.68
199008,-6.46,-4.25,-2.43,-14.63,-8.76,-8.39,-16.5,-6.14,-12.24,-13.52,-12.43,-9.56,-12.87,-12.86,-14.01,-12.68,-6.01,-10.21,-0.54,-5.98,-10.08,-9.55,-11.54,-10.33,-12.44,-9.22,-12.15,-12.43,-10.35,-10.27,0.66
199009,-0.99,-6.03,1.53,-3.43,-5.99,-6.84,-11.62,-3.75,-6.06,-16.54,-8.42,-5.54,-9.2,-9.8,-10.47,-9.5,-1.15,3.78,-0.99,1.08,1.87,-7.86,-5.56,-6.59,-7.13,-4.36,-8.78,-11.75,-10.84,-7.89,0.6
199010,3.74,8.21,7.11,-0.62,-3.16,2.67,-6.93,2.1,1.24,-10.36,-6.08,-10.79,-8.74,-2.25,-2.05,3.25,-16.04,-8.84,-3.32,7.92,3.48,-1.63,-3.5,0.5,-1.88,-2.95,-2.4,-3.02,-6.33,-2.27,0.68
199011,5.94,5.8,8.47,12.67,11.01,8.09,16.91,10.06,10.61,8.97,8.77,3.52,10.8,6.05,3.5,2.7,-1.3,-3.91,2.21,2.86,3.67,11.62,11.14,7.34,6.3,6.86,12.25,8.91,14.82,2.77,0.57
199012,5.28,2.95,5.96,3.44,6.65,3.96,9.28,3.38,4.09,8.87,3.76,8.61,4.93,6.34,-0.64,4.51,10.83,2.78,-1.41,1.4,2.34,5.66,4.66,7.37,5.9,5.46,3.46,5.61,6.06,6.94,0.6
199101,3.77,5.17,3.2,6.18,9.38,1.34,18.74,5.06,6.17,11.57,9.8,8.7,7.97,12.02,7.88,7.8,-8.74,-3.37,-1.52,-0.85,0.71,14.39,14.76,5.96,12.99,3.6,12.26,1.69,7.71,10.73,0.52
199102,12.37,11.32,8.16,11.44,4.05,6.75,15.02,10.35,6.6,12.58,12.32,7.12,8.45,7.32,10.93,2.23,8.42,13.7,8.98,5.32,3.9,7.36,6.49,5.73,5.93,9.07,8.15,16.19,11.27,5.27,0.48
199103,6.47,6.11,1.81,-1.12,1.65,4.63,4.42,5.86,0.2,3.65,0.09,0.95,-1.68,2.94,-0.12,0.76,-1.03,-3.5,1.78,2.15,2.77,6.62,-0.13,2.1,-1.4,3.7,9.78,10.19,6.3,0.86,0.44
199104,-0.33,-3.48,-2.94,-2.33,2.94,-0.87,2.1,-0.61,3.87,3.42,-0.42,0.43,-2.08,1.8,-2.2,-0.46,0.9,6.65,2.98,0.49,1.65,-0.78,-2.52,2.49,4.23,2.02,3.15,-1.3,2.22,0.34,0.53
199105,3.34,4.33,4.41,4.42,4.87,4.43,1.53,5.12,10.5,4.93,7.24,4.68,9.43,10.5,16.45,6.63,2.69,-6.88,-0.91,0.62,-0.98,4.92,3.98,9.39,8.4,7.09,8.61,6.75,5.09,4.92,0.47
199106,-3.79,-5.32,-5.95,-3.91,-6.89,-7.06,-2.86,-3.76,-2.89,2.02,-6.32,-4.36,-6.36,-4.1,-2.32,-3.16,8.3,3.98,-3.26,-1.94,-1.48,-5.57,-8.68,-2.43,-4.66,-2.13,-3.99,-6.81,-4.87,-5.29,0.42
199107,5.8,9.59,7.92,4.79,2.55,5.33,5.47,8.95,5.41,10.79,4.78,5,2.16,0.67,-0.86,6.26,0.17,-0.77,5.6,4.48,3.69,4.78,4.56,0.44,6.28,6.23,6.14,1.7,6.17,2.67,0.49
199108,6.7,6.42,7.63,0.24,2.37,4.84,9.74,3.34,1.2,0.91,3.01,1.35,1,2.6,-3,3.19,-5.73,4.17,2.16,3.98,1.29,6,1.74,1.49,1.87,-1.15,5.4,1.04,4.84,2.95,0.46
199109,-3.02,-4.15,-1.79,0.16,-3.6,1.34,3.51,0.1,-2.68,4.61,-4.26,-2.86,-3.01,-5.38,-1.86,0.41,6.22,0.08,-0.25,4.19,1,2.11,-1.64,-1.04,0.35,-1.69,-3.79,2.46,0.23,-2.77,0.46
199110,-0.7,2.51,-6.17,3.21,0.7,1.63,-3.75,7.05,2.21,-0.8,-1.85,-0.55,0.36,0.32,-1.95,3.64,1.65,5.26,2.46,1.65,2.52,6.46,0.64,4.51,7.58,3.11,-2.71,2.54,2.52,1.51,0.42
199111,0.16,3.42,-2.87,-6.59,-4.31,-1.55,-2.53,-2.2,-5.49,-4.46,-4.12,-7.28,-8.82,-5.11,-8.38,-5.49,0.72,-10.56,-7.3,2.28,-4.54,-2.4,-4.63,-6.53,-8.25,-3.4,-0.14,-3.92,-4.77,-2.31,0.39
199112,15.55,15.79,14.73,8.38,12.58,12.33,16.39,16.92,10.66,13.71,16.52,7.45,9.95,18.66,6.38,10.34,-0.52,1.29,2.45,5.38,10.2,14.29,7.44,10.09,14.63,11.93,13.59,13.07,13.68,13.77,0.38
199201,-5.03,-2.72,-4.57,12,2.87,8.12,3.72,-5.21,1.38,10.43,4.86,3.56,5.2,-0.5,11.04,4.37,9.72,-9.03,-3.76,-4.24,-2.27,4.01,7.53,2.22,-0.88,-1.44,0.06,10.61,1.13,2.99,0.34
199202,-0.47,1.78,0.63,10.7,5.93,-1.03,2.41,-2.36,3.08,8.61,1.58,7.29,4.97,3.48,14.65,-2.91,0.7,6.93,-0.28,-0.96,-0.93,3.19,4.71,3.32,5.36,3.4,3.19,0.23,3.21,0.67,0.28
199203,-2.61,1.69,-4.03,-1.09,-0.64,-1.67,-4.03,-5.13,1.13,4.22,-3.29,-0.99,-1.79,-2.55,1.78,-0.49,-7.19,-4.52,-2.44,-0.19,-0.64,-4.22,-4.64,0.21,-2.05,-0.22,-1.03,-1.14,-0.48,-7.8,0.34
199204,-1.06,2.22,7.98,-1.71,5.18,1.28,-4.93,-1.84,6.65,1.46,0.48,4.04,1.24,0.96,11.46,2.96,-3.64,-5.15,9.89,3.01,7.16,-3.47,0.47,4.01,3.19,-0.63,-4.26,3.28,1.2,0.27,0.32
199205,1.16,3.9,0.67,2.32,0.31,0.58,-1.69,1.41,-0.6,-1.4,0.88,1.19,-0.16,-0.13,-1.6,-1.92,9.72,-0.08,3.48,2.81,-1.42,1.58,-0.43,-0.61,0.03,1.83,0.08,1.42,2.78,-4.79,0.28
199206,0.24,-5.17,-9.53,-3.28,-2.89,-6.06,-4.09,-4.4,-4.34,-7.09,-5.4,2.28,-5.5,2.15,4.77,-4.52,9.4,-9.42,-3.15,0.86,1.55,-5.1,-2.53,-1.04,-3.66,-2.67,-1.49,-1.94,1.56,-4.13,0.32
199207,5.74,4.86,4.94,2.1,3.19,7.06,6.72,6.11,4.52,7.5,5.37,0.12,3.27,-0.63,-0.45,3.27,-0.52,6.73,5.64,7,5.68,3.81,3.04,-0.63,1.09,4.25,4.6,0.87,3.93,5.96,0.31
199208,2.14,1.54,0.06,-1.99,-0.8,-2.66,-0.78,-3.11,-4.52,-1.23,0.24,-8.88,-3.19,-2.49,-10.66,-4.27,-4.28,-0.94,2.87,-0.23,-0.79,-1.86,-5.02,-2.97,-5.68,-2.06,0.32,-2.5,-2.96,-2.78,0.26
199209,3.02,-1.85,1.62,5.91,-0.26,3.64,6.04,-4.71,0.31,2.3,3.11,-0.17,2.73,6.78,-1.34,-1.94,0.27,13.43,0.34,1.09,2.07,4.03,2.69,1.26,4.36,2.91,4.57,6.12,3.64,5.27,0.26
199210,-2.48,2.27,-3.97,4.5,0.92,2.7,0.97,3.58,1,0.33,0.99,1.79,-1.62,-0.44,0.64,3.79,-4.55,0.25,-3.25,-0.2,-0.31,6.73,0.3,2.79,6.26,2.97,4.74,3.88,3.06,1.72,0.23
199211,3.94,0.93,2.2,7.99,7.32,4.69,10.78,5.06,2.41,6.02,2.38,7.22,3.94,8.25,8.46,1.52,-6.52,-10.26,-2.43,-0.01,4.52,5.26,6.87,4.36,5.66,6.88,7.27,8.89,6.72,7.01,0.23
